id,created_at,annotation_created_at,label
889905769470205953,2017-07-25 17:50:43+00:00,2020-11-11 11:18:57+00:00,positive
889907358452908033,2017-07-25 17:57:02+00:00,2020-11-11 11:18:44+00:00,negative
889911150854451201,2017-07-25 18:12:06+00:00,2020-11-11 11:24:30+00:00,neutral
890009187253702657,2017-07-26 00:41:40+00:00,2020-11-11 11:25:16+00:00,neutral
890060659873984515,2017-07-26 04:06:12+00:00,2020-11-11 11:24:57+00:00,neutral
890299927955419137,2017-07-26 19:56:58+00:00,2020-11-11 11:24:47+00:00,neutral
890321082695262208,2017-07-26 21:21:02+00:00,2020-11-11 11:25:16+00:00,positive
890391355670835200,2017-07-27 02:00:16+00:00,2020-11-11 11:24:59+00:00,negative
890427764137971713,2017-07-27 04:24:56+00:00,2020-11-11 11:25:08+00:00,neutral
890452264250421248,2017-07-27 06:02:18+00:00,2020-11-11 11:25:07+00:00,neutral
890474354940706816,2017-07-27 07:30:05+00:00,2020-11-11 11:24:57+00:00,positive
890477815627341824,2017-07-27 07:43:50+00:00,2020-11-11 11:25:01+00:00,neutral
890596905151025153,2017-07-27 15:37:03+00:00,2020-11-11 11:27:45+00:00,positive
890655222984396800,2017-07-27 19:28:47+00:00,2020-11-11 11:25:00+00:00,neutral
890678301534162945,2017-07-27 21:00:29+00:00,2020-11-11 11:25:28+00:00,neutral
890741056630906880,2017-07-28 01:09:51+00:00,2020-11-11 11:25:17+00:00,neutral
890852396775165952,2017-07-28 08:32:17+00:00,2020-11-11 11:23:51+00:00,positive
890898490456293376,2017-07-28 11:35:26+00:00,2020-11-11 11:24:21+00:00,neutral
890917608068984833,2017-07-28 12:51:24+00:00,2020-11-11 11:25:22+00:00,negative
890937576609263616,2017-07-28 14:10:45+00:00,2020-11-11 11:24:48+00:00,positive
890950619229335553,2017-07-28 15:02:35+00:00,2020-11-11 11:24:42+00:00,positive
890962595015925760,2017-07-28 15:50:10+00:00,2020-11-11 11:24:00+00:00,neutral
890978936070348800,2017-07-28 16:55:06+00:00,2020-11-11 11:24:43+00:00,positive
891050122754359297,2017-07-28 21:37:58+00:00,2020-11-11 11:24:36+00:00,neutral
891180998238621696,2017-07-29 06:18:01+00:00,2020-11-11 11:24:58+00:00,neutral
891445770871820289,2017-07-29 23:50:08+00:00,2020-11-11 11:24:27+00:00,neutral
891548877320581124,2017-07-30 06:39:51+00:00,2020-11-11 11:25:46+00:00,neutral
891559665359876097,2017-07-30 07:22:43+00:00,2020-11-11 11:25:17+00:00,positive
891568382402859008,2017-07-30 07:57:21+00:00,2020-11-11 11:24:45+00:00,positive
891590501937315842,2017-07-30 09:25:15+00:00,2020-11-11 11:24:54+00:00,neutral
891592145223548928,2017-07-30 09:31:47+00:00,2020-11-11 11:26:48+00:00,positive
891760341880901634,2017-07-30 20:40:08+00:00,2020-11-11 11:25:15+00:00,neutral
891792770763042816,2017-07-30 22:48:59+00:00,2020-11-11 11:24:58+00:00,positive
891826078343462913,2017-07-31 01:01:21+00:00,2020-11-11 11:25:09+00:00,positive
891883847394009089,2017-07-31 04:50:54+00:00,2020-11-11 11:25:10+00:00,positive
891922561256140800,2017-07-31 07:24:44+00:00,2020-11-11 11:26:27+00:00,positive
892041720719962112,2017-07-31 15:18:14+00:00,2020-11-11 11:36:39+00:00,neutral
892189417691131904,2017-08-01 01:05:07+00:00,2020-11-11 11:25:42+00:00,positive
892213083120164864,2017-08-01 02:39:10+00:00,2020-11-11 11:25:58+00:00,positive
892226443349905412,2017-08-01 03:32:15+00:00,2020-11-11 11:25:39+00:00,positive
892334606879477761,2017-08-01 10:42:03+00:00,2020-11-11 11:25:46+00:00,neutral
892366102247997440,2017-08-01 12:47:12+00:00,2020-11-11 11:26:45+00:00,positive
892393405325508608,2017-08-01 14:35:42+00:00,2020-11-11 11:26:11+00:00,positive
892400474992779265,2017-08-01 15:03:47+00:00,2020-11-11 11:25:54+00:00,positive
892415881942360064,2017-08-01 16:05:01+00:00,2020-11-11 11:27:03+00:00,positive
892431268079652864,2017-08-01 17:06:09+00:00,2020-11-11 11:25:33+00:00,positive
892464680156803072,2017-08-01 19:18:55+00:00,2020-11-11 11:27:28+00:00,neutral
892650315614494722,2017-08-02 07:36:34+00:00,2020-11-11 11:25:35+00:00,positive
892690986983444480,2017-08-02 10:18:11+00:00,2020-11-11 11:27:17+00:00,positive
892723472371249152,2017-08-02 12:27:16+00:00,2020-11-11 11:25:55+00:00,positive
892777354677948416,2017-08-02 16:01:23+00:00,2020-11-11 11:26:15+00:00,positive
892778341719257090,2017-08-02 16:05:18+00:00,2020-11-11 11:27:27+00:00,positive
892964390063833090,2017-08-03 04:24:35+00:00,2020-11-11 11:25:32+00:00,neutral
893042805555245058,2017-08-03 09:36:11+00:00,2020-11-11 11:25:41+00:00,positive
893092890427224065,2017-08-03 12:55:12+00:00,2020-11-11 11:27:13+00:00,positive
893148254115856385,2017-08-03 16:35:12+00:00,2020-11-11 11:26:37+00:00,positive
893148701081948162,2017-08-03 16:36:58+00:00,2020-11-11 11:25:35+00:00,neutral
893164613000364032,2017-08-03 17:40:12+00:00,2020-11-11 11:26:57+00:00,positive
893186029812895744,2017-08-03 19:05:18+00:00,2020-11-11 11:27:27+00:00,positive
893215197875384321,2017-08-03 21:01:12+00:00,2020-11-11 11:27:35+00:00,neutral
893369488799920129,2017-08-04 07:14:18+00:00,2020-11-11 11:25:39+00:00,positive
893375743367008256,2017-08-04 07:39:09+00:00,2020-11-11 11:26:05+00:00,positive
893425294941577217,2017-08-04 10:56:04+00:00,2020-11-11 11:26:02+00:00,positive
893470110731575296,2017-08-04 13:54:08+00:00,2020-11-11 11:26:50+00:00,neutral
893683467447185409,2017-08-05 04:01:57+00:00,2020-11-11 11:26:12+00:00,positive
893807623987908608,2017-08-05 12:15:18+00:00,2020-11-11 11:26:17+00:00,positive
893927984591142912,2017-08-05 20:13:34+00:00,2020-11-11 11:26:12+00:00,positive
893950015655247874,2017-08-05 21:41:07+00:00,2020-11-11 11:26:04+00:00,positive
894079231168135169,2017-08-06 06:14:34+00:00,2020-11-11 11:25:51+00:00,positive
894158046003384320,2017-08-06 11:27:45+00:00,2020-11-11 11:26:06+00:00,positive
894219705329868800,2017-08-06 15:32:46+00:00,2020-11-11 11:28:03+00:00,neutral
894230130079526914,2017-08-06 16:14:11+00:00,2020-11-11 11:26:05+00:00,positive
894293057071337472,2017-08-06 20:24:14+00:00,2020-11-11 11:26:27+00:00,neutral
894416686400622593,2017-08-07 04:35:30+00:00,2020-11-11 11:27:24+00:00,positive
894425690480693248,2017-08-07 05:11:16+00:00,2020-11-11 11:25:57+00:00,positive
894558372988690433,2017-08-07 13:58:30+00:00,2020-11-11 11:28:04+00:00,negative
894577273520746497,2017-08-07 15:13:37+00:00,2020-11-11 11:25:52+00:00,neutral
894604208275673089,2017-08-07 17:00:38+00:00,2020-11-11 11:25:35+00:00,positive
894619146922541056,2017-08-07 18:00:00+00:00,2020-11-11 11:45:24+00:00,positive
894619304657866752,2017-08-07 18:00:38+00:00,2020-11-11 11:27:12+00:00,neutral
894628147932438528,2017-08-07 18:35:46+00:00,2020-11-11 11:26:53+00:00,neutral
894643369778978816,2017-08-07 19:36:15+00:00,2020-11-11 11:27:15+00:00,positive
894860892029976584,2017-08-08 10:00:37+00:00,2020-11-11 11:27:39+00:00,positive
894896361740673024,2017-08-08 12:21:33+00:00,2020-11-11 11:25:57+00:00,positive
894964944348774400,2017-08-08 16:54:05+00:00,2020-11-11 11:26:04+00:00,positive
895042095366451200,2017-08-08 22:00:39+00:00,2020-11-11 11:26:51+00:00,positive
895144583155154945,2017-08-09 04:47:54+00:00,2020-11-11 11:26:44+00:00,positive
895207229091139588,2017-08-09 08:56:50+00:00,2020-11-11 11:27:03+00:00,neutral
895220413231489025,2017-08-09 09:49:13+00:00,2020-11-11 11:26:32+00:00,neutral
895256529808613377,2017-08-09 12:12:44+00:00,2020-11-11 11:26:46+00:00,neutral
895277299293188096,2017-08-09 13:35:16+00:00,2020-11-11 11:27:07+00:00,positive
895281658978607106,2017-08-09 13:52:35+00:00,2020-11-11 11:26:00+00:00,neutral
895315060288929794,2017-08-09 16:05:19+00:00,2020-11-11 11:26:10+00:00,positive
895321299093905409,2017-08-09 16:30:06+00:00,2020-11-11 11:27:00+00:00,neutral
895344204221747203,2017-08-09 18:01:07+00:00,2020-11-11 11:25:43+00:00,positive
895382762022154240,2017-08-09 20:34:20+00:00,2020-11-11 11:26:09+00:00,positive
895405392703913985,2017-08-09 22:04:16+00:00,2020-11-11 11:26:53+00:00,positive
895509831645265920,2017-08-10 04:59:16+00:00,2020-11-11 11:26:40+00:00,neutral
895675782885920769,2017-08-10 15:58:42+00:00,2020-11-11 11:27:38+00:00,positive
895698919694376964,2017-08-10 17:30:38+00:00,2020-11-11 11:26:34+00:00,neutral
895707966703382528,2017-08-10 18:06:35+00:00,2020-11-11 11:27:23+00:00,negative
895753484036743168,2017-08-10 21:07:27+00:00,2020-11-11 11:27:30+00:00,positive
895762572846170113,2017-08-10 21:43:34+00:00,2020-11-11 11:27:13+00:00,neutral
895823127791321089,2017-08-11 01:44:11+00:00,2020-11-11 11:26:51+00:00,positive
895876837049417730,2017-08-11 05:17:37+00:00,2020-11-11 11:26:30+00:00,neutral
895917829156896769,2017-08-11 08:00:30+00:00,2020-11-11 11:28:02+00:00,positive
895921099220819969,2017-08-11 08:13:30+00:00,2020-11-11 11:27:18+00:00,positive
895988314062204930,2017-08-11 12:40:35+00:00,2020-11-11 11:26:53+00:00,positive
896049826873225217,2017-08-11 16:45:01+00:00,2020-11-11 11:26:16+00:00,positive
896108671997853696,2017-08-11 20:38:50+00:00,2020-11-11 11:27:27+00:00,positive
896151499943755777,2017-08-11 23:29:01+00:00,2020-11-11 11:26:11+00:00,neutral
896201081465733121,2017-08-12 02:46:03+00:00,2020-11-11 11:26:01+00:00,negative
896370628982452225,2017-08-12 13:59:46+00:00,2020-11-11 11:26:41+00:00,neutral
896470284710010884,2017-08-12 20:35:46+00:00,2020-11-11 11:31:51+00:00,positive
896541034259329028,2017-08-13 01:16:54+00:00,2020-11-11 11:27:39+00:00,positive
896599701700706304,2017-08-13 05:10:01+00:00,2020-11-11 11:26:47+00:00,positive
896704228076531713,2017-08-13 12:05:22+00:00,2020-11-11 11:27:18+00:00,positive
896854312143515648,2017-08-13 22:01:45+00:00,2020-11-11 11:27:33+00:00,neutral
897108652586397697,2017-08-14 14:52:24+00:00,2020-11-11 11:27:32+00:00,positive
897156855033724928,2017-08-14 18:03:57+00:00,2020-11-11 11:26:04+00:00,positive
897163487536979969,2017-08-14 18:30:18+00:00,2020-11-11 11:27:28+00:00,positive
897225992107720705,2017-08-14 22:38:40+00:00,2020-11-11 11:26:23+00:00,positive
897263663324770304,2017-08-15 01:08:22+00:00,2020-11-11 11:25:33+00:00,positive
897430199775744001,2017-08-15 12:10:07+00:00,2020-11-11 11:26:18+00:00,neutral
897451571146928129,2017-08-15 13:35:03+00:00,2020-11-11 11:25:34+00:00,positive
897517445543477249,2017-08-15 17:56:48+00:00,2020-11-11 11:27:00+00:00,positive
897570184059158528,2017-08-15 21:26:22+00:00,2020-11-11 11:26:49+00:00,neutral
897618441066164226,2017-08-16 00:38:07+00:00,2020-11-11 11:27:37+00:00,neutral
897639203860885506,2017-08-16 02:00:38+00:00,2020-11-11 11:25:49+00:00,positive
897721106731323392,2017-08-16 07:26:05+00:00,2020-11-11 11:25:49+00:00,neutral
897730064640552960,2017-08-16 08:01:41+00:00,2020-11-11 11:27:31+00:00,neutral
897743407115886592,2017-08-16 08:54:42+00:00,2020-11-11 11:30:30+00:00,positive
897787651964710912,2017-08-16 11:50:30+00:00,2020-11-11 11:26:11+00:00,positive
897797861697609728,2017-08-16 12:31:05+00:00,2020-11-11 11:25:50+00:00,positive
897801436339240960,2017-08-16 12:45:17+00:00,2020-11-11 11:27:22+00:00,positive
897821314429448194,2017-08-16 14:04:16+00:00,2020-11-11 11:27:02+00:00,positive
897824043751141377,2017-08-16 14:15:07+00:00,2020-11-11 11:26:37+00:00,positive
897837997349064708,2017-08-16 15:10:34+00:00,2020-11-11 11:27:09+00:00,positive
897859385677852672,2017-08-16 16:35:33+00:00,2020-11-11 11:26:36+00:00,positive
897867384668786689,2017-08-16 17:07:20+00:00,2020-11-11 11:28:16+00:00,positive
897881312551424007,2017-08-16 18:02:41+00:00,2020-11-11 11:25:56+00:00,neutral
